iter	Logloss
0	0.6626196467
1	0.6386151964
2	0.6071260038
3	0.5756535662
4	0.5448045676
5	0.5205761576
6	0.4988264922
7	0.4731666898
8	0.4492796985
9	0.4288000115
10	0.4073093598
11	0.3852035927
12	0.3692452572
13	0.353614473
14	0.3363227303
15	0.3203713696
16	0.3098768538
17	0.2968723745
18	0.2855409634
19	0.272385791
20	0.2598219415
21	0.2471668741
22	0.2367932456
23	0.2251614792
24	0.217423377
25	0.2076973223
26	0.199426861
27	0.1912850186
28	0.1846595971
29	0.1779156117
30	0.1727083577
31	0.1662741345
32	0.1607168567
33	0.1544171865
34	0.1492353062
35	0.1438287204
36	0.1387189503
37	0.1342204901
38	0.1308433372
39	0.1267028886
40	0.124122325
41	0.120423961
42	0.1171009153
43	0.1137237021
44	0.1109459987
45	0.1079992697
46	0.1051902778
47	0.1024032631
48	0.09993549686
49	0.09763853493
50	0.09502048763
51	0.09332650524
52	0.09126826771
53	0.08905502569
54	0.08696586195
55	0.08512878009
56	0.08305873794
57	0.08144598463
58	0.08018856287
59	0.07871922844
60	0.07719997639
61	0.07581127625
62	0.07435141954
63	0.0730870792
64	0.07178662249
65	0.07073492995
66	0.06931648169
67	0.06821480935
68	0.06711502676
69	0.06586863424
70	0.0649427217
71	0.06380390963
72	0.06307117151
73	0.06220625692
74	0.06144804646
75	0.06081368226
76	0.06001599425
77	0.05912573534
78	0.05826539593
79	0.05770084773
80	0.05691996117
81	0.05614290894
82	0.0555639726
83	0.05502665135
84	0.05447290826
85	0.05398951748
86	0.05334824437
87	0.05263104686
88	0.05216009261
89	0.05155023129
90	0.05104020162
91	0.05056593042
92	0.05008704935
93	0.04976854523
94	0.04944069737
95	0.04891553244
96	0.04840453818
97	0.0478959332
98	0.04757856085
99	0.04720921909
100	0.04692823232
101	0.04663974315
102	0.04621924488
103	0.04583484696
104	0.045574357
105	0.04531509639
106	0.04506038949
107	0.04470328598
108	0.0442808393
109	0.0440728043
110	0.04384936731
111	0.0434173498
112	0.04307904366
113	0.04283967826
114	0.04257621011
115	0.0423139888
116	0.04206852899
117	0.04180306805
118	0.0415311414
119	0.04133505954
120	0.04100954031
121	0.04068047962
122	0.04043938122
123	0.04015989426
124	0.03993199954
125	0.03969945149
126	0.03949410966
127	0.03923976818
128	0.03900819452
129	0.03878776897
130	0.03854711513
131	0.03826163536
132	0.03802810822
133	0.03784027512
134	0.03767664487
135	0.03743559069
136	0.03723098879
137	0.03702574303
138	0.03692116195
139	0.03679614764
140	0.03670404161
141	0.03653235175
142	0.03632713832
143	0.03617403461
144	0.03599398329
145	0.03586071094
146	0.03566981967
147	0.03553780313
148	0.0354526686
149	0.03534847732
150	0.0352183027
151	0.03503232311
152	0.03490243954
153	0.03474041342
154	0.03456576603
155	0.03433375049
156	0.03420959597
157	0.03409115519
158	0.03398884197
159	0.0338831092
160	0.03372421094
161	0.03362507697
162	0.03344026607
163	0.03329650272
164	0.03318826372
165	0.03306289432
166	0.03296898353
167	0.03288158196
168	0.03274423356
169	0.03262965438
170	0.03252421759
171	0.03236138616
172	0.03225112796
173	0.03211305409
174	0.03203944933
175	0.03193693834
176	0.03179949334
177	0.03165904205
178	0.03153567656
179	0.0314235748
180	0.03131484121
181	0.03120875874
182	0.03107935617
183	0.03098262646
184	0.03083570326
185	0.03069815345
186	0.03056023759
187	0.03045082405
188	0.03032105649
189	0.03019319389
190	0.03006223861
191	0.02997989666
192	0.0298790001
193	0.02979218322
194	0.02970521275
195	0.02957784516
196	0.02949185507
197	0.02936875051
198	0.02924692447
199	0.02919610494
200	0.02912984929
201	0.02902075269
202	0.02890838301
203	0.02877856978
204	0.02868886482
205	0.0285818461
206	0.02849261138
207	0.02845005115
208	0.02838872372
209	0.02834112163
210	0.02824609312
211	0.02818129796
212	0.02807883977
213	0.02799011553
214	0.02789537953
215	0.02782315172
216	0.02777158558
217	0.02770804521
218	0.02760964249
219	0.02755386111
220	0.02751259313
221	0.02744606348
222	0.02738640523
223	0.02731803286
224	0.02719877694
225	0.0271365895
226	0.02707778972
227	0.02699573482
228	0.02690179844
229	0.02687239304
230	0.02681168629
231	0.02674908657
232	0.02669174797
233	0.02663090537
234	0.02658355566
235	0.0265243068
236	0.02647263446
237	0.02640960839
238	0.026329835
239	0.02621780892
240	0.02613615945
241	0.0260189682
242	0.02591952032
243	0.02583047232
244	0.0257387613
245	0.02565986374
246	0.0256172481
247	0.02553650226
248	0.02547420977
249	0.02540725192
250	0.0253357814
251	0.02530011785
252	0.025230834
253	0.02517644339
254	0.02513726979
255	0.02507393653
256	0.02502609493
257	0.02496073191
258	0.0249007143
259	0.02487025518
260	0.02478380505
261	0.0247013452
262	0.02458620257
263	0.02455123326
264	0.02450061131
265	0.02447240514
266	0.02440172784
267	0.0243212305
268	0.0242821477
269	0.02425100815
270	0.02418615382
271	0.02415648096
272	0.02408535917
273	0.02400479628
274	0.02396176938
275	0.02389271619
276	0.02385633948
277	0.02378948072
278	0.02370550201
279	0.02365631043
280	0.02362937588
281	0.02356780541
282	0.02349121049
283	0.0234133159
284	0.02334129796
285	0.02328399925
286	0.02322776864
287	0.02317248689
288	0.02311134238
289	0.02304603064
290	0.02296376715
291	0.02289730058
292	0.02283102505
293	0.0227790326
294	0.02269297825
295	0.02267344849
296	0.02262286115
297	0.02252738037
298	0.02246287047
299	0.02242059476
300	0.02236112655
301	0.02230175994
302	0.02224593974
303	0.02220640303
304	0.0221339973
305	0.02206638397
306	0.02204405727
307	0.02200577412
308	0.02192906344
309	0.02183887546
310	0.02178130346
311	0.02171922781
312	0.0216850848
313	0.02165175795
314	0.02159130155
315	0.02156176356
316	0.02148272009
317	0.02145515066
318	0.02140334379
319	0.02137422131
320	0.02130843496
321	0.02128124605
322	0.02123700429
323	0.02119447065
324	0.02114558896
325	0.02109232626
326	0.02103645692
327	0.02098586524
328	0.02094469253
329	0.02091826725
330	0.02087181948
331	0.02081168533
332	0.02076280798
333	0.02073078016
334	0.02068679979
335	0.02065328744
336	0.02059582011
337	0.02053236827
338	0.02047221863
339	0.02040688419
340	0.02035005665
341	0.02030085724
342	0.02027412363
343	0.02021896544
344	0.02015905572
345	0.02010242569
346	0.02005405397
347	0.02000101482
348	0.01995429829
349	0.01990485614
350	0.01984534405
351	0.01979311214
352	0.01975541928
353	0.01968917863
354	0.01963128289
355	0.01959075294
356	0.01953654847
357	0.01947775921
358	0.01943807503
359	0.01938034894
360	0.01934221913
361	0.01931061197
362	0.01927823399
363	0.01923376219
364	0.01921053963
365	0.01918010114
366	0.01915311162
367	0.01909331611
368	0.01906159851
369	0.01904351016
370	0.01897868552
371	0.01892990397
372	0.01890496214
373	0.01888044167
374	0.01883649211
375	0.01877032742
376	0.01872316969
377	0.0186780253
378	0.01863320012
379	0.01860316354
380	0.01853751438
381	0.01848469487
382	0.01842432883
383	0.01839098577
384	0.01837684435
385	0.01834346664
386	0.01830014709
387	0.01826632669
388	0.01823543832
389	0.01817814755
390	0.01814091581
391	0.01811340212
392	0.01807018314
393	0.01802102923
394	0.01797455982
395	0.01792696068
396	0.01785848006
397	0.01782726483
398	0.01781149981
399	0.01777666147
400	0.01775043345
401	0.01772140936
402	0.0176845463
403	0.01765631578
404	0.01760720469
405	0.0175758665
406	0.01753708797
407	0.01750672386
408	0.0174797989
409	0.0174431286
410	0.01739514558
411	0.01734851417
412	0.01729413409
413	0.01726925896
414	0.01724180337
415	0.01720797773
416	0.01716652468
417	0.01714641525
418	0.01710227341
419	0.01705404171
420	0.01698712477
421	0.01696020721
422	0.01690581819
423	0.01687063119
424	0.01684332807
425	0.01681212897
426	0.01679197421
427	0.0167791087
428	0.01675572796
429	0.01670534804
430	0.01667228402
431	0.01662236274
432	0.01659707521
433	0.01655298449
434	0.01650889202
435	0.01647881241
436	0.01643010491
437	0.01639358767
438	0.01636038872
439	0.01632967679
440	0.0162836182
441	0.01625209126
442	0.01623363053
443	0.01620232943
444	0.01615139391
445	0.01610271996
446	0.01606792308
447	0.0160469066
448	0.01602382103
449	0.01597983145
450	0.01596676975
451	0.015944417
452	0.01593034426
453	0.01589296362
454	0.01586051162
455	0.01581216864
456	0.01578199469
457	0.01574238603
458	0.01570794616
459	0.01568645584
460	0.01565648931
461	0.01563203623
462	0.01558283575
463	0.01555834039
464	0.01552973913
465	0.0155002628
466	0.01544072683
467	0.01539526947
468	0.01536305832
469	0.01533275737
470	0.01530513702
471	0.01525714354
472	0.01522724209
473	0.01520305286
474	0.01514790483
475	0.01511362394
476	0.01509438513
477	0.01504647379
478	0.01500640098
479	0.01497121244
480	0.01493440723
481	0.01490824031
482	0.01486781907
483	0.01483088124
484	0.01480570847
485	0.01478147124
486	0.01474752361
487	0.01472146861
488	0.01469697306
489	0.01468361817
490	0.01467721923
491	0.01464713613
492	0.01460424513
493	0.0145602689
494	0.014528888
495	0.01450713253
496	0.01446412244
497	0.01443706471
498	0.01439967079
499	0.01435793065
500	0.01434135765
501	0.01431655258
502	0.01428288325
503	0.01424680368
504	0.01421678423
505	0.01419071201
506	0.01415812507
507	0.0141404155
508	0.01411899616
509	0.01408941198
510	0.01405465286
511	0.01403222696
512	0.01398631362
513	0.01394456399
514	0.01392174934
515	0.01388002789
516	0.01386285254
517	0.01383864033
518	0.01381429695
519	0.01378951895
520	0.01375300851
521	0.01371035669
522	0.01370184714
523	0.01367531512
524	0.01364284962
525	0.01361092976
526	0.01358036666
527	0.01354676545
528	0.01352349915
529	0.01348692814
530	0.01346619875
531	0.01343335523
532	0.01339990523
533	0.0133826713
534	0.01335989315
535	0.01333265493
536	0.01328957427
537	0.01325894364
538	0.01322242318
539	0.01320136581
540	0.0131731958
541	0.01315204498
542	0.01310918508
543	0.0130808579
544	0.01306258794
545	0.0130474604
546	0.01302988386
547	0.01299924045
548	0.01297449031
549	0.01293874587
550	0.01292433115
551	0.0128895573
552	0.01285660345
553	0.0128410418
554	0.01281813796
555	0.01278110035
556	0.01274728948
557	0.01271938866
558	0.01270163084
559	0.01267059651
560	0.0126461391
561	0.01262328914
562	0.01259387884
563	0.01257720822
564	0.01255488291
565	0.01252425333
566	0.01251290486
567	0.01248677279
568	0.01245915202
569	0.01242608288
570	0.01241075391
571	0.0123878158
572	0.01235368589
573	0.01233202832
574	0.01230241336
575	0.01229331006
576	0.01227787673
577	0.01224141165
578	0.01221939323
579	0.01218807987
580	0.01216805924
581	0.01215438547
582	0.01213416806
583	0.01210248521
584	0.01208144669
585	0.01206987688
586	0.01204938804
587	0.01202600612
588	0.01199836255
589	0.01197161681
590	0.01196310924
591	0.01193431078
592	0.01191706807
593	0.01190172135
594	0.01188506647
595	0.01187094062
596	0.01185999593
597	0.0118414736
598	0.01182177147
599	0.01180116752
600	0.01177925432
601	0.01175851385
602	0.01173130017
603	0.01171277811
604	0.01169644728
605	0.01168148567
606	0.01165108579
607	0.01162477057
608	0.01161318841
609	0.01159822866
610	0.01158161976
611	0.0115508401
612	0.01151229899
613	0.01149243337
614	0.01147543974
615	0.01146719574
616	0.01143592514
617	0.01140700962
618	0.01138183006
619	0.01136817228
620	0.01134343439
621	0.01131858281
622	0.01130220379
623	0.01127806061
624	0.01125575325
625	0.01123732959
626	0.01121260051
627	0.01120443048
628	0.01118715463
629	0.01116802959
630	0.01113770722
631	0.01111509534
632	0.01109877221
633	0.01108648413
634	0.01107028047
635	0.01104776818
636	0.01103536469
637	0.01101200228
638	0.01098756626
639	0.01096896829
640	0.01095089118
641	0.0109397293
642	0.01092162835
643	0.01089902881
644	0.01088347666
645	0.01087338662
646	0.01085466228
647	0.01083022955
648	0.0108184501
649	0.01079395297
650	0.01077420335
651	0.01074772463
652	0.01072378435
653	0.01070619475
654	0.01069095725
655	0.01067504405
656	0.01065863704
657	0.01064155141
658	0.01062079455
659	0.0106037944
660	0.01058016857
661	0.01055899066
662	0.01053822437
663	0.01051770352
664	0.01050662137
665	0.01048649374
666	0.01047659828
667	0.01045642711
668	0.01043020539
669	0.01041631146
670	0.01039667224
671	0.01038150309
672	0.01037309924
673	0.01035741961
674	0.01034178963
675	0.01032202993
676	0.01029639428
677	0.0102705409
678	0.01025093607
679	0.01022179863
680	0.01019729048
681	0.01017784465
682	0.0101522527
683	0.01012608031
684	0.01010707496
685	0.01009797797
686	0.01008382696
687	0.01006571392
688	0.01003550372
689	0.01002081376
690	0.01000150647
691	0.009985661966
692	0.009960345178
693	0.009940226595
694	0.00992270756
695	0.00991006725
696	0.009888854006
697	0.009878254336
698	0.009863724554
699	0.009849792444
700	0.009832423773
701	0.009814651972
702	0.009797675906
703	0.009775140193
704	0.009761464045
705	0.009743674882
706	0.009729794621
707	0.009714273462
708	0.00968731657
709	0.009669965409
710	0.009652631563
711	0.009630468095
712	0.009614397754
713	0.009596967556
714	0.009574482897
715	0.009560687604
716	0.009543538685
717	0.009520135539
718	0.009501053549
719	0.009483086191
720	0.00946179725
721	0.009449534171
722	0.009442423972
723	0.009433659128
724	0.009421162426
725	0.009404923628
726	0.009392457378
727	0.009374569267
728	0.00935873815
729	0.009346478883
730	0.009333923836
731	0.00932463902
732	0.009312928507
733	0.009301425195
734	0.00928944709
735	0.009271506212
736	0.009260146715
737	0.009253738348
738	0.009242007624
739	0.009233641139
740	0.009222500797
741	0.009206457225
742	0.009191453883
743	0.009180474823
744	0.009166536568
745	0.009149097111
746	0.009141750874
747	0.009124624415
748	0.009113426812
749	0.009098388322
750	0.009087566128
751	0.009076882126
752	0.009066502395
753	0.00904915032
754	0.009030716941
755	0.009019843874
756	0.009008625408
757	0.008994777036
758	0.008986205213
759	0.008970762682
760	0.008951253752
761	0.008933756658
762	0.008917829402
763	0.008902773955
764	0.008896533343
765	0.008881466532
766	0.00886332342
767	0.008852515292
768	0.008836023797
769	0.008826151597
770	0.008816451341
771	0.0088057157
772	0.008791955097
773	0.008782258832
774	0.008766207985
775	0.008752062117
776	0.008745112952
777	0.008729617183
778	0.008723318302
779	0.008713088474
780	0.008702804751
781	0.008688509984
782	0.008677883941
783	0.008664841422
784	0.008651412885
785	0.008638049942
786	0.008625269723
787	0.008619139166
788	0.008606000405
789	0.008593563413
790	0.008576530037
791	0.008560684038
792	0.008546776137
793	0.008534312601
794	0.008521865577
795	0.008506919956
796	0.008498151931
797	0.008485594183
798	0.00847950197
799	0.008472130738
800	0.008457514497
801	0.008450232969
802	0.008436923791
803	0.008429372483
804	0.008423540405
805	0.00841590567
806	0.008403236144
807	0.008388539625
808	0.00837711548
809	0.008363430063
810	0.008350461476
811	0.008336022427
812	0.008330284261
813	0.008323187611
814	0.008308644451
815	0.0082943535
816	0.008288723023
817	0.008275978568
818	0.008262378807
819	0.008249962355
820	0.008244455994
821	0.008239059632
822	0.008231267957
823	0.00821630211
824	0.008202543431
825	0.008191050086
826	0.008185295435
827	0.008171289827
828	0.008160868974
829	0.008140977138
830	0.008133689039
831	0.00812096112
832	0.008115852076
833	0.008102254326
834	0.008095399041
835	0.008085981964
836	0.008079835373
837	0.008067317465
838	0.008056531968
839	0.008045529873
840	0.008032709489
841	0.00802040008
842	0.008011305513
843	0.007999240306
844	0.007985728937
845	0.007973593873
846	0.007966172102
847	0.007961319834
848	0.007948483553
849	0.00794145276
850	0.007931095865
851	0.007922935539
852	0.007909702663
853	0.007896627146
854	0.007890023928
855	0.007878525239
856	0.007871682105
857	0.007859715851
858	0.00785296959
859	0.007844109739
860	0.007831411573
861	0.007820115486
862	0.00781316855
863	0.007800687369
864	0.007791854123
865	0.007780776172
866	0.007775111343
867	0.007762628461
868	0.00775439969
869	0.007742690729
870	0.007731989525
871	0.007727250496
872	0.007716746214
873	0.007708681556
874	0.007700771819
875	0.007688690271
876	0.007677125938
877	0.007665318134
878	0.00765875079
879	0.007647270916
880	0.007639284451
881	0.007627348197
882	0.007621055344
883	0.00760768232
884	0.007603090096
885	0.007596882755
886	0.007586721432
887	0.00757904311
888	0.007572920013
889	0.007560951063
890	0.00754940038
891	0.007537644847
892	0.007530282396
893	0.007522290263
894	0.007511580382
895	0.007498181381
896	0.00749097598
897	0.00748341547
898	0.007477362079
899	0.007471391588
900	0.00746328741
901	0.007452953185
902	0.007441742205
903	0.00743155909
904	0.007422003647
905	0.007412618518
906	0.007400555067
907	0.007394650971
908	0.007381475881
909	0.007369923704
910	0.007364874752
911	0.007352198307
912	0.007344663757
913	0.007335433895
914	0.007326274656
915	0.007320427187
916	0.007310446393
917	0.007306078282
918	0.007300300887
919	0.0072946018
920	0.00728551607
921	0.007278299617
922	0.007268568296
923	0.007256017928
924	0.007251693137
925	0.007242773995
926	0.007235395471
927	0.007226631329
928	0.007215437787
929	0.007210339258
930	0.007202809484
931	0.00719418668
932	0.007186950499
933	0.007174910186
934	0.007166437848
935	0.007159170341
936	0.007152007623
937	0.007146341971
938	0.00713684111
939	0.007128509483
940	0.007117337227
941	0.007111731598
942	0.007102366427
943	0.007096829076
